ItemNumber,Voice,Plausible/Implausible,Stimulus,OriginalSentence,EvType
508,Passive,Plausible,The oncologist was worried by the invalid.,The invalid worried the oncologist.,AAR
508,Passive,Plausible,The invalid was worried by the oncologist.,The invalid worried the oncologist.,AAR
509,Active,Plausible,The shepherd stunned the rustler.,The rustler was stunned by the shepherd.,AAR
509,Active,Plausible,The rustler stunned the shepherd.,The rustler was stunned by the shepherd.,AAR
509,Passive,Plausible,The rustler was stunned by the shepherd.,The rustler was stunned by the shepherd.,AAR
509,Passive,Plausible,The shepherd was stunned by the rustler.,The rustler was stunned by the shepherd.,AAR
510,Active,Plausible,The emperor ruined the usurper.,The emperor ruined the usurper.,AAR
510,Active,Plausible,The usurper ruined the emperor.,The emperor ruined the usurper.,AAR
510,Passive,Plausible,The usurper was ruined by the emperor.,The emperor ruined the usurper.,AAR
510,Passive,Plausible,The emperor was ruined by the usurper.,The emperor ruined the usurper.,AAR
511,Active,Plausible,The obstetrician derided the midwife.,The midwife was derided by the obstetrician.,AAR
511,Active,Plausible,The midwife derided the obstetrician.,The midwife was derided by the obstetrician.,AAR
511,Passive,Plausible,The midwife was derided by the obstetrician.,The midwife was derided by the obstetrician.,AAR
511,Passive,Plausible,The obstetrician was derided by the midwife.,The midwife was derided by the obstetrician.,AAR
512,Active,Plausible,The reformer interviewed the propagandist.,The reformer interviewed the propagandist.,AAR
512,Active,Plausible,The propagandist interviewed the reformer.,The reformer interviewed the propagandist.,AAR
512,Passive,Plausible,The propagandist was interviewed by the reformer.,The reformer interviewed the propagandist.,AAR
512,Passive,Plausible,The reformer was interviewed by the propagandist.,The reformer interviewed the propagandist.,AAR
513,Active,Plausible,The waitress rejected the restaurateur.,The restaurateur was rejected by the waitress.,AAR
513,Active,Plausible,The restaurateur rejected the waitress.,The restaurateur was rejected by the waitress.,AAR
513,Passive,Plausible,The restaurateur was rejected by the waitress.,The restaurateur was rejected by the waitress.,AAR
513,Passive,Plausible,The waitress was rejected by the restaurateur.,The restaurateur was rejected by the waitress.,AAR
514,Active,Plausible,The Greek read about the Pole.,The Greek sang to the Pole.,AAR
514,Active,Plausible,The Pole read about the Greek.,The Greek sang to the Pole.,AAR
514,Passive,Plausible,The Pole was read about by the Greek.,The Greek sang to the Pole.,AAR
514,Passive,Plausible,The Greek was read about by the Pole.,The Greek sang to the Pole.,AAR
515,Active,Plausible,The scavenger targeted the collector.,The collector was targeted by the scavenger.,AAR
515,Active,Plausible,The collector targeted the scavenger.,The collector was targeted by the scavenger.,AAR
515,Passive,Plausible,The collector was targeted by the scavenger.,The collector was targeted by the scavenger.,AAR
515,Passive,Plausible,The scavenger was targeted by the collector.,The collector was targeted by the scavenger.,AAR
516,Active,Plausible,The caregiver hurt the leper.,The caregiver hurt the leper.,AAR
516,Active,Plausible,The leper hurt the caregiver.,The caregiver hurt the leper.,AAR
516,Passive,Plausible,The leper was hurt by the caregiver.,The caregiver hurt the leper.,AAR
516,Passive,Plausible,The caregiver was hurt by the leper.,The caregiver hurt the leper.,AAR
517,Active,Plausible,The captain fought the ringleader.,The ringleader was fought by the captain.,AAR
517,Active,Plausible,The ringleader fought the captain.,The ringleader was fought by the captain.,AAR
517,Passive,Plausible,The ringleader was fought by the captain.,The ringleader was fought by the captain.,AAR
517,Passive,Plausible,The captain was fought by the ringleader.,The ringleader was fought by the captain.,AAR
518,Active,Plausible,The taxpayer pacified the underwriter.,The taxpayer pacified the underwriter.,AAR
518,Active,Plausible,The underwriter pacified the taxpayer.,The taxpayer pacified the underwriter.,AAR
518,Passive,Plausible,The underwriter was pacified by the taxpayer.,The taxpayer pacified the underwriter.,AAR
518,Passive,Plausible,The taxpayer was pacified by the underwriter.,The taxpayer pacified the underwriter.,AAR
519,Active,Plausible,The optimist exhausted the doomsayer.,The doomsayer was exhausted by the optimist.,AAR
519,Active,Plausible,The doomsayer exhausted the optimist.,The doomsayer was exhausted by the optimist.,AAR
519,Passive,Plausible,The doomsayer was exhausted by the optimist.,The doomsayer was exhausted by the optimist.,AAR
519,Passive,Plausible,The optimist was exhausted by the doomsayer.,The doomsayer was exhausted by the optimist.,AAR
520,Active,Plausible,The mutineer victimized the henchman.,The mutineer victimized the henchman.,AAR
520,Active,Plausible,The henchman victimized the mutineer.,The mutineer victimized the henchman.,AAR
520,Passive,Plausible,The henchman was victimized by the mutineer.,The mutineer victimized the henchman.,AAR
520,Passive,Plausible,The mutineer was victimized by the henchman.,The mutineer victimized the henchman.,AAR
521,Active,Plausible,The chiseler delighted the cabinetmaker.,The cabinetmaker was delighted by the chiseler.,AAR
521,Active,Plausible,The cabinetmaker delighted the chiseler.,The cabinetmaker was delighted by the chiseler.,AAR
521,Passive,Plausible,The cabinetmaker was delighted by the chiseler.,The cabinetmaker was delighted by the chiseler.,AAR
521,Passive,Plausible,The chiseler was delighted by the cabinetmaker.,The cabinetmaker was delighted by the chiseler.,AAR
522,Active,Plausible,The renegade undermined the maverick.,The renegade undermined the maverick.,AAR
522,Active,Plausible,The maverick undermined the renegade.,The renegade undermined the maverick.,AAR
522,Passive,Plausible,The maverick was undermined by the renegade.,The renegade undermined the maverick.,AAR
522,Passive,Plausible,The renegade was undermined by the maverick.,The renegade undermined the maverick.,AAR
523,Active,Plausible,The newswoman bored the beautician.,The beautician was bored by the newswoman.,AAR
523,Active,Plausible,The beautician bored the newswoman.,The beautician was bored by the newswoman.,AAR
523,Passive,Plausible,The beautician was bored by the newswoman.,The beautician was bored by the newswoman.,AAR
523,Passive,Plausible,The newswoman was bored by the beautician.,The beautician was bored by the newswoman.,AAR
524,Active,Plausible,The paymaster encountered the sharpshooter.,The paymaster encountered the sharpshooter.,AAR
524,Active,Plausible,The sharpshooter encountered the paymaster.,The paymaster encountered the sharpshooter.,AAR
524,Passive,Plausible,The sharpshooter was encountered by the paymaster.,The paymaster encountered the sharpshooter.,AAR
524,Passive,Plausible,The paymaster was encountered by the sharpshooter.,The paymaster encountered the sharpshooter.,AAR
525,Active,Plausible,The telemarketer excused the typist.,The typist was excused by the telemarketer.,AAR
525,Active,Plausible,The typist excused the telemarketer.,The typist was excused by the telemarketer.,AAR
525,Passive,Plausible,The typist was excused by the telemarketer.,The typist was excused by the telemarketer.,AAR
525,Passive,Plausible,The telemarketer was excused by the typist.,The typist was excused by the telemarketer.,AAR
526,Active,Plausible,The wife despised the adulterer.,The wife despised the adulterer.,AAR
526,Active,Plausible,The adulterer despised the wife.,The wife despised the adulterer.,AAR
526,Passive,Plausible,The adulterer was despised by the wife.,The wife despised the adulterer.,AAR
526,Passive,Plausible,The wife was despised by the adulterer.,The wife despised the adulterer.,AAR
527,Active,Plausible,The engineer quizzed the patent.,The patent lawyer was quizzed by the engineer.,AAR
527,Active,Plausible,The patent quizzed the engineer.,The patent lawyer was quizzed by the engineer.,AAR
527,Passive,Plausible,The patent was quizzed by the engineer.,The patent lawyer was quizzed by the engineer.,AAR
527,Passive,Plausible,The engineer was quizzed by the patent.,The patent lawyer was quizzed by the engineer.,AAR
528,Active,Plausible,The impostor escorted the commoner.,The impostor escorted the commoner.,AAR
528,Active,Plausible,The commoner escorted the impostor.,The impostor escorted the commoner.,AAR
528,Passive,Plausible,The commoner was escorted by the impostor.,The impostor escorted the commoner.,AAR
528,Passive,Plausible,The impostor was escorted by the commoner.,The impostor escorted the commoner.,AAR
529,Active,Plausible,The workaholic pitied the procrastinator.,The procrastinator was pitied by the workaholic.,AAR
529,Active,Plausible,The procrastinator pitied the workaholic.,The procrastinator was pitied by the workaholic.,AAR
529,Passive,Plausible,The procrastinator was pitied by the workaholic.,The procrastinator was pitied by the workaholic.,AAR
529,Passive,Plausible,The workaholic was pitied by the procrastinator.,The procrastinator was pitied by the workaholic.,AAR
530,Active,Plausible,The racketeer haunted the victim.,The racketeer haunted the victim.,AAR
530,Active,Plausible,The victim haunted the racketeer.,The racketeer haunted the victim.,AAR
530,Passive,Plausible,The victim was haunted by the racketeer.,The racketeer haunted the victim.,AAR
530,Passive,Plausible,The racketeer was haunted by the victim.,The racketeer haunted the victim.,AAR
531,Active,Plausible,The traditionalist replaced the trendsetter.,The trendsetter was replaced by the traditionalist.,AAR
531,Active,Plausible,The trendsetter replaced the traditionalist.,The trendsetter was replaced by the traditionalist.,AAR
531,Passive,Plausible,The trendsetter was replaced by the traditionalist.,The trendsetter was replaced by the traditionalist.,AAR
531,Passive,Plausible,The traditionalist was replaced by the trendsetter.,The trendsetter was replaced by the traditionalist.,AAR
532,Active,Plausible,The respondent observed the juror.,The respondent observed the juror.,AAR
532,Active,Plausible,The juror observed the respondent.,The respondent observed the juror.,AAR
532,Passive,Plausible,The juror was observed by the respondent.,The respondent observed the juror.,AAR
532,Passive,Plausible,The respondent was observed by the juror.,The respondent observed the juror.,AAR
533,Active,Plausible,The heiress poisoned the millionnaire.,The millionaire was poisoned by the heiress.,AAR
533,Active,Plausible,The millionnaire poisoned the heiress.,The millionaire was poisoned by the heiress.,AAR
533,Passive,Plausible,The millionnaire was poisoned by the heiress.,The millionaire was poisoned by the heiress.,AAR
533,Passive,Plausible,The heiress was poisoned by the millionnaire.,The millionaire was poisoned by the heiress.,AAR
534,Active,Plausible,The poser jinxed the opportunist.,The poser jinxed the opportunist.,AAR
534,Active,Plausible,The opportunist jinxed the poser.,The poser jinxed the opportunist.,AAR
534,Passive,Plausible,The opportunist was jinxed by the poser.,The poser jinxed the opportunist.,AAR
534,Passive,Plausible,The poser was jinxed by the opportunist.,The poser jinxed the opportunist.,AAR
535,Active,Plausible,The hostess enticed the butler.,The butler was enticed by the hostess.,AAR
535,Active,Plausible,The butler enticed the hostess.,The butler was enticed by the hostess.,AAR
535,Passive,Plausible,The butler was enticed by the hostess.,The butler was enticed by the hostess.,AAR
535,Passive,Plausible,The hostess was enticed by the butler.,The butler was enticed by the hostess.,AAR
